speed,machine,status,suport,default,output,ontrack,delay,call,day,month,runningtime,campaign,pdays,previous,packmat,deposit
28,TOM16,Idle,tertiary,no,11862,no,no,BUILDING,21,oct,549,2,238,13,other,yes
77,CEIC,Running,secondary,no,820,no,no,UTY,21,oct,330,2,181,4,delivered,yes
63,CEIC,Idle,tertiary,no,791,no,no,BUILDING,21,oct,212,2,-1,0,ontime,yes
34,TOM16,Idle,secondary,no,1279,yes,no,BUILDING,21,oct,339,3,91,10,delivered,yes
29,XT4,Idle,tertiary,no,455,no,no,BUILDING,22,oct,542,4,148,3,delivered,yes
38,CJM,Running,tertiary,no,536,yes,no,BUILDING,22,oct,234,1,92,1,delivered,yes
47,XT14,Idle,secondary,no,1693,yes,no,BUILDING,22,oct,608,2,92,4,other,yes
63,CEIC,Running,secondary,no,1495,no,no,BUILDING,25,oct,389,1,195,4,other,yes
30,CJM,Idle,tertiary,no,985,yes,no,BUILDING,25,oct,304,1,94,2,delivered,yes
74,CEIC,Running,secondary,no,935,no,no,BUILDING,25,oct,400,1,173,3,delivered,yes
31,XT14,Idle,secondary,no,410,no,no,BUILDING,25,oct,182,1,185,1,delivered,yes
33,XT14,Running,secondary,no,51,yes,yes,BUILDING,25,oct,253,1,284,3,delivered,yes
25,XT14,Idle,secondary,no,679,no,no,BUILDING,25,oct,297,5,94,6,other,yes
78,CJM,Running,JYS,no,1780,yes,no,BUILDING,25,oct,211,2,185,7,delivered,yes
26,CJM,Idle,tertiary,no,222,no,no,BUILDING,26,oct,318,1,120,3,delivered,yes
47,XT14,Running,secondary,no,1210,no,no,BUILDING,26,oct,604,1,91,4,failure,yes
56,XT14,Downtime,secondary,no,1693,no,no,BUILDING,26,oct,238,4,442,4,failure,yes
54,TOM16,Running,tertiary,no,876,no,no,BUILDING,27,oct,269,3,541,3,delivered,yes
46,TOM16,Running,JYS,no,3308,no,no,BUILDING,27,oct,171,1,91,2,delivered,yes
47,CJM,Running,tertiary,no,0,no,no,BUILDING,27,oct,508,1,-1,0,ontime,yes
24,XT14,Idle,secondary,no,822,no,no,BUILDING,27,oct,184,1,91,2,failure,yes
70,CEIC,Running,secondary,no,0,no,no,BUILDING,27,oct,258,1,92,5,delivered,yes
63,Saidone,Running,secondary,no,3904,no,no,UTY,8,nov,360,1,96,4,delivered,yes
22,XT14,Idle,secondary,no,2488,no,no,BUILDING,8,nov,449,2,38,10,other,yes
38,TOM16,Running,tertiary,no,88,no,no,BUILDING,8,nov,282,2,186,4,delivered,yes
44,Saidone,Running,tertiary,no,121,no,no,BUILDING,9,nov,248,1,91,1,delivered,yes
52,TOM16,Running,tertiary,no,0,no,no,BUILDING,9,nov,467,3,92,7,failure,yes
35,TOM16,Running,secondary,no,0,yes,no,BUILDING,9,nov,524,1,96,5,delivered,yes
29,XT14,Idle,secondary,no,464,no,no,BUILDING,9,nov,208,2,91,3,delivered,yes
41,CJM,Idle,tertiary,no,79,no,no,UTY,9,nov,394,1,390,2,delivered,yes
62,CEIC,Running,tertiary,no,2557,yes,no,BUILDING,10,nov,404,1,57,8,delivered,yes
62,XT4,Running,secondary,no,272,no,no,BUILDING,11,nov,289,1,92,3,delivered,yes
38,Saidone,Idle,secondary,no,2543,no,no,BUILDING,11,nov,357,3,93,5,delivered,yes
36,XT14,Downtime,secondary,no,1224,yes,no,BUILDING,12,nov,482,1,374,1,delivered,yes
34,XT4,Running,secondary,no,320,yes,no,BUILDING,12,nov,413,1,92,3,delivered,yes
60,XT10,Running,tertiary,no,4256,yes,no,BUILDING,16,nov,200,1,92,4,delivered,yes
32,XT10,Idle,secondary,no,1168,yes,no,BUILDING,16,nov,411,1,-1,0,ontime,yes
29,CJM,Idle,secondary,no,703,yes,no,BUILDING,16,nov,236,1,550,2,delivered,yes
32,XT4,Running,secondary,no,136,no,no,BUILDING,16,nov,206,1,188,3,delivered,yes
75,CEIC,Downtime,tertiary,no,3810,yes,no,BUILDING,16,nov,262,1,183,1,failure,yes
29,CJM,Idle,tertiary,no,765,no,no,BUILDING,16,nov,238,1,-1,0,ontime,yes
68,CEIC,Running,secondary,no,1146,no,no,BUILDING,16,nov,212,1,187,6,delivered,yes
25,XT14,Idle,secondary,no,358,no,no,BUILDING,16,nov,330,1,-1,0,ontime,yes
36,CJM,Idle,secondary,no,1511,yes,no,BUILDING,16,nov,270,1,-1,0,ontime,yes
38,TOM16,Running,secondary,no,557,yes,no,BUILDING,16,nov,1556,4,-1,0,ontime,yes
53,CJM,Running,tertiary,no,583,no,no,BUILDING,17,nov,226,1,184,4,delivered,yes
34,XT14,Idle,secondary,no,557,no,no,BUILDING,17,nov,224,1,-1,0,ontime,yes
23,XT14,Idle,tertiary,no,113,no,no,BUILDING,17,nov,266,1,-1,0,ontime,yes
73,CEIC,Running,secondary,no,2850,no,no,BUILDING,17,nov,300,1,40,8,failure,yes
25,TOM16,Idle,secondary,no,505,no,yes,BUILDING,17,nov,386,2,-1,0,ontime,yes
51,TOM16,Running,tertiary,no,825,no,no,BUILDING,17,nov,977,3,-1,0,ontime,yes
72,CEIC,Running,secondary,no,5715,no,no,BUILDING,17,nov,1127,5,184,3,delivered,yes
42,TOM16,Running,tertiary,no,215,no,no,MTC,20,jun,1573,5,-1,0,ontime,yes
59,CJM,Running,tertiary,no,2239,no,no,BUILDING,20,aug,377,6,90,1,delivered,yes
32,CJM,Running,tertiary,no,376,yes,no,BUILDING,23,mar,248,4,-1,0,ontime,yes
36,TOM16,Running,secondary,no,15485,no,no,BUILDING,14,apr,461,1,-1,0,ontime,yes
34,XT10,Running,secondary,no,2918,no,yes,BUILDING,4,jun,246,1,196,2,delivered,yes
28,XT14,Idle,secondary,no,67,no,no,BUILDING,20,aug,329,3,199,2,other,yes
54,CJM,Downtime,secondary,no,1664,no,no,BUILDING,2,jun,257,3,-1,0,ontime,yes
27,XT14,Idle,secondary,no,192,no,no,UTY,28,jul,1076,17,-1,0,ontime,yes
42,CJM,Running,JYS,no,1519,no,no,BUILDING,19,jul,268,1,-1,0,ontime,yes
31,XT14,Idle,secondary,no,0,no,no,BUILDING,17,apr,188,3,-1,0,ontime,yes
41,CJM,Running,secondary,no,0,yes,yes,BUILDING,5,may,400,1,-1,0,ontime,yes
37,XT14,Downtime,tertiary,no,4708,no,no,BUILDING,2,jun,238,1,181,2,delivered,yes
31,CJM,Idle,tertiary,no,3283,no,no,BUILDING,2,feb,258,1,73,1,failure,yes
33,CJM,Running,secondary,no,1211,no,no,BUILDING,11,feb,535,1,188,1,delivered,yes
27,Saidone,Idle,tertiary,no,347,no,no,BUILDING,6,aug,385,4,-1,0,ontime,yes
44,CJM,Running,tertiary,no,423,no,no,BUILDING,12,mar,2330,5,-1,0,ontime,yes
22,XT14,Idle,secondary,no,3982,no,no,BUILDING,20,apr,206,1,-1,0,ontime,yes
25,CJM,Idle,tertiary,no,2506,no,no,BUILDING,17,feb,485,1,-1,0,ontime,yes
30,CJM,Idle,tertiary,no,697,no,no,BUILDING,10,aug,179,3,102,2,delivered,yes
46,XT4,Running,secondary,no,456,no,yes,BUILDING,18,aug,618,6,-1,0,ontime,yes
32,TOM16,Idle,secondary,no,324,no,yes,BUILDING,23,feb,432,1,-1,0,ontime,yes
57,XT14,Idle,secondary,no,5768,yes,no,MTC,19,jun,512,1,-1,0,ontime,yes
41,TOM16,Running,tertiary,no,1517,no,no,BUILDING,8,aug,193,3,-1,0,ontime,yes
62,CJM,Running,tertiary,no,0,no,no,BUILDING,3,sep,299,1,-1,0,ontime,yes
28,CJM,Running,tertiary,no,482,no,no,BUILDING,25,may,119,1,-1,0,ontime,yes
77,CEIC,Running,secondary,no,638,no,no,BUILDING,7,aug,453,1,-1,0,ontime,yes
47,Saidone,Running,secondary,no,2524,no,no,BUILDING,12,oct,105,1,-1,0,ontime,yes
40,CJM,Running,tertiary,no,4539,no,no,BUILDING,13,jul,256,3,439,1,failure,yes
41,XT4,Running,secondary,no,2039,yes,no,BUILDING,8,may,729,1,-1,0,ontime,yes
28,XT10,Idle,tertiary,no,128,no,no,BUILDING,27,may,460,1,414,1,failure,yes
51,XT4,Running,secondary,no,4787,yes,no,BUILDING,7,apr,895,1,-1,0,ontime,yes
47,CJM,Running,tertiary,no,1147,no,no,BUILDING,2,jun,654,1,95,1,failure,yes
37,CJM,Running,secondary,no,1978,no,no,BUILDING,9,sep,404,1,182,1,delivered,yes
29,CJM,Running,tertiary,no,51,yes,no,BUILDING,17,jul,1319,5,-1,0,ontime,yes
24,XT10,Idle,secondary,yes,122,yes,no,MTC,13,may,1000,1,-1,0,ontime,yes
27,XT4,Idle,secondary,no,294,yes,yes,MTC,28,may,694,2,-1,0,ontime,yes
23,XT14,Idle,secondary,no,922,no,no,BUILDING,28,may,538,2,184,9,failure,yes
32,XT14,Running,secondary,no,51,yes,yes,BUILDING,14,jan,203,1,87,2,other,yes
40,TOM16,Running,secondary,no,694,yes,no,BUILDING,3,jun,431,2,119,9,failure,yes
32,CJM,Running,tertiary,no,607,yes,no,MTC,18,jun,1060,5,-1,0,ontime,yes
57,CJM,Running,secondary,no,2155,no,yes,BUILDING,10,nov,144,3,91,2,failure,yes
28,Saidone,Idle,tertiary,no,159,no,no,BUILDING,14,oct,246,2,420,2,other,yes
35,TOM16,Running,tertiary,no,7050,no,no,BUILDING,10,feb,278,3,187,1,delivered,yes
35,XT4,Running,secondary,no,1055,no,no,MTC,18,nov,150,2,-1,0,ontime,yes
24,XT14,Idle,secondary,no,8165,no,no,BUILDING,15,sep,216,1,-1,0,ontime,yes
36,TOM16,Running,tertiary,no,376,no,no,BUILDING,16,sep,173,1,-1,0,ontime,yes
66,Saidone,Downtime,primary,no,3701,no,no,UTY,3,mar,834,1,-1,0,ontime,yes
45,CJM,Downtime,secondary,no,644,yes,no,BUILDING,19,nov,418,1,168,1,delivered,yes
28,TOM16,Idle,tertiary,no,3623,no,no,BUILDING,10,mar,261,1,-1,0,ontime,yes
45,Saidone,Running,secondary,no,360,no,no,BUILDING,3,nov,215,1,-1,0,ontime,yes
31,CJM,Idle,secondary,no,284,yes,no,BUILDING,2,feb,855,1,-1,0,ontime,yes
45,XT10,Idle,primary,no,1893,yes,no,MTC,3,jun,1259,6,-1,0,ontime,yes
34,XT14,Running,tertiary,no,69,no,yes,BUILDING,4,aug,120,3,1,6,delivered,yes
39,TOM16,Idle,secondary,no,1355,yes,no,BUILDING,14,may,1180,1,-1,0,ontime,yes
24,CJM,Idle,tertiary,no,1506,no,no,BUILDING,12,jun,239,2,95,4,delivered,yes
33,TOM16,Idle,tertiary,no,1393,yes,no,BUILDING,18,jul,1127,3,-1,0,ontime,yes
54,CJM,Downtime,tertiary,no,487,yes,no,MTC,21,may,828,4,-1,0,ontime,yes
26,XT14,Idle,secondary,no,655,no,no,BUILDING,16,sep,190,1,-1,0,ontime,yes
30,XT10,Idle,tertiary,no,1788,no,no,BUILDING,4,aug,288,1,181,2,failure,yes
37,XT14,Running,secondary,no,0,yes,no,BUILDING,2,jun,107,1,-1,0,ontime,yes
32,CJM,Idle,tertiary,no,41,no,no,BUILDING,21,aug,686,5,-1,0,ontime,yes
39,CJM,Running,secondary,no,215,no,no,BUILDING,11,aug,1141,4,-1,0,ontime,yes
27,JYS,Idle,secondary,no,1187,no,no,UTY,26,feb,232,1,101,1,failure,yes
54,XT14,Running,secondary,no,0,no,no,BUILDING,27,jan,565,1,-1,0,ontime,yes
54,Saidone,Idle,secondary,no,1213,no,no,BUILDING,12,nov,241,1,-1,0,ontime,yes
71,CEIC,Running,tertiary,no,653,no,no,UTY,3,sep,471,1,189,1,delivered,yes
41,CJM,Downtime,tertiary,no,3426,no,no,BUILDING,4,jun,102,2,297,3,failure,yes
29,XT14,Running,tertiary,no,238,no,no,BUILDING,25,may,344,2,88,1,failure,yes
60,CEIC,Running,secondary,no,1690,no,no,MTC,20,jun,1467,4,-1,0,ontime,yes
60,CJM,Running,primary,no,0,no,no,BUILDING,22,jul,1193,1,412,1,other,yes
36,TOM16,Idle,secondary,no,27,yes,no,BUILDING,9,feb,631,1,260,2,delivered,yes
34,CJM,Idle,tertiary,no,681,no,no,BUILDING,6,aug,637,2,-1,0,ontime,yes
27,XT14,Idle,secondary,no,18188,yes,no,MTC,12,jun,541,17,-1,0,ontime,yes
34,CJM,Running,tertiary,no,1006,yes,no,BUILDING,19,nov,783,3,195,2,other,yes
36,CJM,Running,tertiary,no,1352,no,no,MTC,19,jun,2028,1,-1,0,ontime,yes
32,TOM16,Idle,tertiary,no,2340,no,no,BUILDING,18,feb,89,2,-1,0,ontime,yes
55,Saidone,Running,JYS,no,366,no,no,BUILDING,5,jun,365,3,57,2,other,yes
34,XT10,Idle,secondary,no,374,yes,no,BUILDING,11,may,672,1,-1,0,ontime,yes
25,TOM16,Idle,tertiary,no,1231,no,no,BUILDING,31,aug,271,2,-1,0,ontime,yes
51,TOM16,Running,tertiary,no,1347,yes,yes,BUILDING,10,feb,160,1,243,1,failure,yes
33,CJM,Running,tertiary,no,1778,no,no,BUILDING,12,feb,388,1,-1,0,ontime,yes
35,TOM16,Running,secondary,no,2201,no,no,UTY,12,apr,350,1,-1,0,ontime,yes
55,Saidone,Running,primary,no,0,yes,no,BUILDING,17,jul,1303,2,-1,0,ontime,yes
61,CEIC,Running,tertiary,no,2557,yes,no,BUILDING,11,aug,139,3,190,1,delivered,yes
34,TOM16,Running,secondary,no,0,yes,no,BUILDING,5,aug,231,2,2,3,delivered,yes
55,TOM16,Running,tertiary,no,1320,no,no,BUILDING,28,jul,340,1,91,2,delivered,yes
23,XT14,Idle,tertiary,no,0,no,no,BUILDING,10,aug,213,1,-1,0,ontime,yes
69,CEIC,Running,secondary,no,0,no,no,BUILDING,27,jul,666,1,90,4,delivered,yes
37,CJM,Idle,tertiary,no,22125,no,yes,BUILDING,21,nov,331,2,-1,0,ontime,yes
49,Saidone,Running,primary,no,6188,no,no,BUILDING,18,nov,453,1,-1,0,ontime,yes
41,CJM,Running,secondary,no,1077,yes,yes,UTY,9,dec,207,3,387,2,failure,yes
39,TOM16,Idle,JYS,no,45248,yes,no,MTC,6,may,1623,1,-1,0,ontime,yes
30,TOM16,Idle,tertiary,no,3291,yes,no,MTC,19,may,1218,3,-1,0,ontime,yes
32,TOM16,Idle,secondary,no,562,yes,no,MTC,30,may,722,3,-1,0,ontime,yes
61,XT14,Running,secondary,no,1046,yes,no,BUILDING,21,aug,158,1,-1,0,ontime,yes
33,CJM,Idle,tertiary,no,87,no,no,BUILDING,12,aug,978,1,-1,0,ontime,yes
32,CJM,Idle,tertiary,no,10281,no,no,BUILDING,22,apr,400,1,-1,0,ontime,yes
45,XT14,Downtime,primary,no,429,yes,no,BUILDING,22,apr,147,1,181,1,delivered,yes
59,CEIC,Running,primary,no,3648,no,no,UTY,19,jun,1321,3,-1,0,ontime,yes
48,XT4,Running,secondary,no,863,yes,no,UTY,4,may,412,5,350,2,delivered,yes
18,XT14,Idle,JYS,no,3,no,no,BUILDING,25,aug,130,2,-1,0,ontime,yes
27,CJM,Idle,tertiary,no,2648,no,no,BUILDING,5,feb,917,1,-1,0,ontime,yes
32,CJM,Idle,tertiary,no,0,yes,no,BUILDING,30,apr,370,3,-1,0,ontime,yes
50,TOM16,Downtime,secondary,no,0,no,no,BUILDING,29,sep,159,1,120,2,failure,yes
30,Saidone,Idle,tertiary,no,655,no,no,BUILDING,23,sep,272,4,184,1,delivered,yes
23,XT14,Idle,JYS,no,854,yes,no,MTC,28,may,664,2,-1,0,ontime,yes
40,CJM,Downtime,tertiary,no,858,no,no,BUILDING,26,oct,202,2,-1,0,ontime,yes
27,XT4,Idle,tertiary,no,567,no,no,BUILDING,26,may,523,3,182,3,delivered,yes
35,TOM16,Idle,secondary,no,399,yes,no,BUILDING,13,may,496,2,345,3,failure,yes
53,XT14,Downtime,JYS,no,257,no,no,BUILDING,11,jul,1310,2,-1,0,ontime,yes
59,XT14,Running,secondary,no,3735,no,no,BUILDING,18,mar,203,4,121,2,failure,yes
37,CJM,Running,tertiary,no,57,no,no,BUILDING,5,feb,345,1,-1,0,ontime,yes
24,XT14,Idle,primary,no,1235,no,no,BUILDING,14,jul,334,4,93,6,other,yes
42,XT10,Downtime,secondary,no,257,yes,no,BUILDING,12,may,955,2,-1,0,ontime,yes
27,TOM16,Idle,tertiary,no,401,no,no,BUILDING,6,aug,218,3,93,2,delivered,yes
29,Saidone,Idle,tertiary,no,3290,no,no,BUILDING,23,mar,136,1,291,2,delivered,yes
30,CJM,Idle,tertiary,no,297,no,no,BUILDING,8,nov,188,1,-1,0,ontime,yes
22,XT14,Idle,secondary,no,33,no,no,BUILDING,12,feb,369,1,-1,0,ontime,yes
39,XT10,Running,secondary,no,1179,no,no,BUILDING,25,may,284,1,-1,0,ontime,yes
35,CJM,Idle,tertiary,no,471,no,no,BUILDING,5,jun,276,2,-1,0,ontime,yes
61,CEIC,Running,secondary,no,938,no,no,BUILDING,15,jul,392,2,183,3,delivered,yes
33,TOM16,Idle,tertiary,no,1636,yes,no,BUILDING,27,feb,165,1,-1,0,ontime,yes
42,CJM,Downtime,tertiary,no,1243,no,no,BUILDING,26,aug,1000,4,-1,0,ontime,yes
30,XT14,Idle,tertiary,no,0,yes,no,BUILDING,4,feb,730,2,-1,0,ontime,yes
51,CEIC,Downtime,secondary,no,1679,no,no,BUILDING,12,aug,417,1,365,9,other,yes
25,XT10,Idle,JYS,no,2022,no,no,BUILDING,29,jul,276,8,97,12,other,yes
44,TOM16,Idle,tertiary,no,2033,no,no,BUILDING,3,sep,444,1,99,1,failure,yes
34,XT14,Running,secondary,no,869,no,no,MTC,6,may,1677,1,-1,0,ontime,yes
28,CJM,Idle,tertiary,no,3611,no,no,BUILDING,26,feb,141,2,-1,0,ontime,yes
61,CEIC,Downtime,primary,no,3624,no,no,BUILDING,25,nov,342,1,-1,0,ontime,yes
21,XT14,Idle,secondary,no,2488,no,no,BUILDING,30,jun,258,6,169,3,delivered,yes
53,TOM16,Downtime,tertiary,no,2228,no,no,BUILDING,17,nov,890,1,-1,0,ontime,yes
46,XT10,Running,secondary,no,4,no,no,BUILDING,30,apr,268,1,261,5,other,yes
52,TOM16,Running,tertiary,no,2557,no,no,BUILDING,28,jan,134,5,204,2,delivered,yes
56,CJM,Running,tertiary,no,1390,yes,no,BUILDING,18,nov,543,1,-1,0,ontime,yes
36,TOM16,Idle,secondary,no,1228,yes,no,BUILDING,4,may,303,3,-1,0,ontime,yes
30,XT14,Running,secondary,no,1265,yes,yes,MTC,26,may,414,2,-1,0,ontime,yes
41,XT14,Downtime,secondary,no,6046,yes,yes,UTY,15,mar,300,6,182,2,delivered,yes
33,CJM,Idle,tertiary,no,816,yes,no,BUILDING,11,oct,383,2,503,2,failure,yes
28,XT14,Idle,tertiary,no,0,no,no,BUILDING,28,sep,294,2,105,7,other,yes
54,TOM16,Idle,tertiary,no,118,no,no,BUILDING,5,apr,280,1,-1,0,ontime,yes
50,CJM,Running,secondary,no,1165,no,no,BUILDING,16,jul,455,1,-1,0,ontime,yes
58,TOM16,Running,secondary,no,99,no,no,UTY,22,sep,396,2,-1,0,ontime,yes
33,XT10,Running,secondary,no,1697,no,no,BUILDING,4,may,489,1,182,1,delivered,yes
36,Saidone,Idle,secondary,no,866,yes,no,BUILDING,11,may,629,1,173,1,failure,yes
51,TOM16,Running,tertiary,no,0,no,no,BUILDING,2,mar,539,2,-1,0,ontime,yes
35,TOM16,Idle,tertiary,no,5301,no,no,BUILDING,21,nov,937,2,-1,0,ontime,yes
35,CJM,Idle,tertiary,no,7918,no,no,BUILDING,7,sep,497,1,-1,0,ontime,yes
34,TOM16,Running,secondary,no,1,no,no,BUILDING,28,aug,535,2,-1,0,ontime,yes
45,CJM,Running,tertiary,no,160,no,no,BUILDING,30,apr,619,1,-1,0,ontime,yes
24,XT10,Idle,secondary,no,414,yes,no,BUILDING,18,may,493,1,370,1,other,yes
45,JYS,Running,tertiary,no,406,no,no,BUILDING,7,sep,314,1,-1,0,ontime,yes
42,Saidone,Running,secondary,no,0,yes,no,BUILDING,9,apr,331,1,140,4,failure,yes
30,TOM16,Idle,tertiary,no,655,no,no,BUILDING,6,oct,384,2,-1,0,ontime,yes
60,CEIC,Downtime,secondary,no,514,no,no,BUILDING,16,mar,263,1,124,9,other,yes
40,TOM16,Running,tertiary,no,11766,yes,no,BUILDING,13,apr,218,2,242,9,failure,yes
25,XT4,Running,secondary,no,0,no,yes,BUILDING,15,jul,1424,4,-1,0,ontime,yes
48,CJM,Running,secondary,no,2892,no,no,BUILDING,7,jul,407,1,385,1,delivered,yes
28,XT14,Idle,secondary,no,762,no,no,BUILDING,18,sep,115,3,-1,0,ontime,yes
55,CJM,Downtime,tertiary,no,2037,no,no,BUILDING,2,nov,209,2,273,1,failure,yes
47,CJM,Idle,tertiary,no,255,no,yes,BUILDING,30,jul,802,4,-1,0,ontime,yes
32,XT14,Running,secondary,no,1536,no,no,BUILDING,7,aug,289,2,-1,0,ontime,yes
55,TOM16,Downtime,tertiary,no,0,no,no,BUILDING,18,aug,237,1,-1,0,ontime,yes
27,TOM16,Idle,secondary,no,2,yes,yes,BUILDING,6,may,554,2,356,1,failure,yes
42,CJM,Running,tertiary,no,1435,yes,no,BUILDING,7,may,1148,1,-1,0,ontime,yes
47,TOM16,Running,secondary,no,1219,no,no,BUILDING,18,aug,697,4,-1,0,ontime,yes
36,Saidone,Running,secondary,no,2971,no,no,BUILDING,12,nov,247,1,97,8,failure,yes
64,CEIC,Running,primary,no,440,no,no,BUILDING,6,feb,495,1,-1,0,ontime,yes
34,CJM,Running,tertiary,no,3301,yes,no,BUILDING,17,sep,164,5,92,6,delivered,yes
72,XT14,Running,primary,no,2321,no,no,BUILDING,14,sep,221,2,64,12,failure,yes
27,XT14,Idle,secondary,no,213,no,no,BUILDING,27,mar,378,1,-1,0,ontime,yes
54,XT10,Downtime,secondary,no,0,no,no,BUILDING,18,mar,362,1,290,3,delivered,yes
19,XT14,Idle,JYS,no,108,no,no,BUILDING,10,aug,168,1,182,2,delivered,yes
33,XT14,Running,secondary,no,920,no,no,BUILDING,30,apr,344,1,-1,0,ontime,yes
36,XT14,Running,secondary,no,1031,no,no,BUILDING,17,jun,282,4,-1,0,ontime,yes
26,XT14,Idle,tertiary,no,294,no,no,BUILDING,5,mar,87,1,91,2,delivered,yes
42,XT14,Downtime,secondary,no,527,no,yes,BUILDING,22,oct,181,1,185,1,delivered,yes
24,CJM,Idle,tertiary,no,1030,no,no,BUILDING,4,mar,396,2,-1,0,ontime,yes
28,Saidone,Idle,tertiary,no,2503,no,no,BUILDING,25,may,426,1,-1,0,ontime,yes
58,JYS,Running,JYS,no,1547,no,no,UTY,5,aug,1186,4,-1,0,ontime,yes
59,CJM,Running,tertiary,no,1,yes,no,BUILDING,29,apr,210,1,-1,0,ontime,yes
46,TOM16,Running,secondary,no,1167,yes,no,BUILDING,21,nov,1540,2,-1,0,ontime,yes
49,TOM16,Running,tertiary,no,523,yes,no,BUILDING,3,mar,152,2,-1,0,ontime,yes
45,XT4,Downtime,primary,no,207,no,no,BUILDING,15,jul,878,2,-1,0,ontime,yes
32,CJM,Idle,tertiary,no,3283,no,no,BUILDING,12,aug,623,2,191,2,delivered,yes
46,XT4,Running,secondary,no,1147,yes,no,BUILDING,20,apr,720,1,-1,0,ontime,yes
29,CJM,Idle,tertiary,no,1170,no,no,BUILDING,20,apr,453,1,-1,0,ontime,yes
30,CJM,Idle,secondary,no,4642,yes,no,BUILDING,21,nov,528,1,-1,0,ontime,yes
31,Saidone,Running,tertiary,no,2666,no,no,BUILDING,10,nov,318,2,97,6,delivered,yes
31,CJM,Running,tertiary,no,792,no,no,BUILDING,20,aug,763,14,-1,0,ontime,yes
33,XT4,Idle,primary,no,127,yes,no,MTC,29,may,1059,2,-1,0,ontime,yes
49,XT10,Downtime,secondary,no,0,no,no,BUILDING,28,jul,412,2,-1,0,ontime,yes
30,XT14,Running,secondary,no,0,no,no,BUILDING,1,jun,318,1,-1,0,ontime,yes
29,Saidone,Idle,tertiary,no,121,yes,no,MTC,30,may,1500,2,-1,0,ontime,yes
44,XT10,Idle,secondary,no,618,no,no,BUILDING,12,may,193,1,-1,0,ontime,yes
34,XT4,Running,secondary,no,2495,yes,no,MTC,23,may,924,1,-1,0,ontime,yes
62,CEIC,Running,secondary,no,569,no,no,BUILDING,4,feb,94,5,184,1,delivered,yes
58,CJM,Running,tertiary,no,473,no,no,BUILDING,18,feb,1109,1,262,1,delivered,yes
60,CJM,Running,tertiary,no,474,no,no,BUILDING,31,aug,415,5,186,3,other,yes
62,CEIC,Downtime,tertiary,no,0,no,no,BUILDING,13,nov,227,2,-1,0,ontime,yes
53,XT14,Running,secondary,no,1796,no,no,UTY,15,dec,476,1,193,1,failure,yes
32,CJM,Idle,tertiary,no,520,no,no,BUILDING,3,feb,443,2,-1,0,ontime,yes
39,XT4,Running,primary,no,118,no,no,BUILDING,3,feb,906,1,-1,0,ontime,yes
58,CJM,Running,tertiary,no,3342,no,no,BUILDING,5,feb,344,5,-1,0,ontime,yes
38,XT14,Idle,secondary,no,3239,no,no,MTC,5,jun,817,2,-1,0,ontime,yes
56,TOM16,Running,secondary,no,23,no,no,BUILDING,20,nov,857,3,-1,0,ontime,yes
52,CJM,Running,tertiary,no,40,no,no,BUILDING,19,nov,1265,3,-1,0,ontime,yes
45,CJM,Running,tertiary,no,226,yes,no,BUILDING,13,aug,177,6,179,10,delivered,yes
28,CJM,Idle,tertiary,no,939,yes,no,MTC,27,may,740,1,-1,0,ontime,yes
29,XT4,Idle,secondary,no,20,no,yes,BUILDING,21,jul,574,1,-1,0,ontime,yes
29,XT4,Running,secondary,no,940,yes,yes,BUILDING,15,may,382,1,-1,0,ontime,yes
60,XT4,Running,primary,no,5,no,no,BUILDING,29,jan,533,1,92,1,delivered,yes
31,CJM,Running,secondary,no,0,no,no,BUILDING,11,aug,720,1,-1,0,ontime,yes
31,XT10,Running,secondary,no,447,no,no,BUILDING,4,jun,327,3,77,3,delivered,yes
57,TOM16,Downtime,tertiary,no,126,no,no,UTY,4,jun,166,2,-1,0,ontime,yes
25,TOM16,Idle,secondary,no,4718,no,no,BUILDING,24,jul,709,1,-1,0,ontime,yes
27,CJM,Idle,secondary,no,843,no,no,BUILDING,8,jan,187,1,-1,0,ontime,yes
24,XT4,Running,primary,no,656,yes,no,MTC,16,may,894,1,-1,0,ontime,yes
39,XT10,Idle,secondary,no,91,no,no,BUILDING,3,sep,213,1,185,1,delivered,yes
27,XT10,Running,secondary,no,0,yes,no,BUILDING,22,jul,1608,13,-1,0,ontime,yes
24,Saidone,Idle,tertiary,no,2984,yes,no,MTC,27,may,935,1,-1,0,ontime,yes
56,CJM,Running,primary,no,870,no,no,BUILDING,16,nov,257,1,-1,0,ontime,yes
33,XT14,Idle,tertiary,no,7608,no,no,BUILDING,30,mar,238,4,-1,0,ontime,yes
38,TOM16,Running,secondary,no,5115,yes,no,BUILDING,2,jun,318,1,95,7,delivered,yes
34,XT14,Running,secondary,no,247,no,no,BUILDING,8,oct,401,2,-1,0,ontime,yes
45,XT4,Running,secondary,no,154,yes,no,MTC,7,may,1138,1,-1,0,ontime,yes
35,CJM,Running,tertiary,no,1731,no,no,BUILDING,31,jul,361,4,-1,0,ontime,yes
52,CJM,Running,tertiary,no,3634,no,no,BUILDING,8,feb,341,8,-1,0,ontime,yes
38,XT14,Downtime,secondary,no,19,yes,no,BUILDING,5,feb,1130,3,251,2,delivered,yes
23,TOM16,Idle,tertiary,no,1129,yes,no,MTC,28,may,806,1,-1,0,ontime,yes
38,XT4,Downtime,secondary,no,0,yes,no,BUILDING,21,oct,576,1,183,4,delivered,yes
